,Token Name,Token Symbol,Title,Percent
501,Scaleswap,SCA,"['Early Contributors', 'Angel Sale (Team)', 'Seed Round', 'Private Sale', 'Public Sale ', 'DEX Liquidity', 'Core Team / Dev Team', 'Advisors', 'Partners Ecosystem', 'Incentives / Community / Referrals / Drops', 'Ecosystem Reserve']","[1.5, 2.64, 5.71, 36, 2, 3.5, 17.5, 5, 8, 8, 10.15]"
502,MOAR Finance,MOAR,"['Private Sale', 'Public Sale', 'Floating Liquidity', 'Team & Advisors', 'Ecosystem Expansion', 'Staking Rewards', 'Reserves', 'Partnerships']","[8, 2, 5, 20, 5, 25, 25, 10]"
504,Larix,LARIX,"['Mining & Pool Reserve', 'Treasury & Eco-Build', 'Marketing & Ops', 'Investors', 'Team']","[55, 15, 5, 15, 10]"
506,ETHA Lend,ETHA,"['Seed Sale', 'Private Sale', 'Public Sale', 'Team', 'Ecosystem Funds', 'Minable Allocation']","[10, 18, 2, 15, 30, 25]"
507,Anypad,APAD,"['Seed round', 'Private sale', 'Public sale', 'DEX liquidity', 'Team', 'Advisors', 'Ecosystem / Incentives ', 'Liquidity pool rewards', 'Reserve', 'Marketing']","[5, 12, 2, 3, 15, 2, 11, 10, 18, 22]"
520,Knit Finance,KFT,"['Strategic Round', 'Private Round', 'Public Sale', 'Foundational Reserve', 'Advisory Board', 'Team', 'Partnership', 'Marketing', 'Building Asset Reserves', 'Liquidity']","[4, 13.5, 3, 11, 5, 10, 9, 5.5, 16, 20]"
523,Flurry Finance,FLURRY,"['Seed', 'Private', 'Public', 'Team', 'Advisor', 'Partnerships', 'Community', 'Reserve']","[5, 9, 1, 15, 5, 15, 40, 10]"
525,Equalizer Finance,EQZ,"['Team', 'Advisors', 'Yield Farming', 'Liquidity Mining', 'Ecosystem Development', 'R&D', 'Marketing', 'TVL Rewards', 'Seed Round', 'Strategic Round', 'Private Round', 'Public Sale']","[20, 3, 15, 5, 8, 8, 5, 7, 5, 10, 12.5, 1.5]"
531,Pera Finance,PERA,"['Seed Round', 'Private Round', 'Seed SHO', 'Liquidity & Partners', 'Ecosystem Incentives', 'Team', 'Advisors', 'Reserve']","[13.33, 28.16, 5.56, 15.68, 3.15, 15.68, 7.84, 10.6]"
533,Phantom,PHM,"['Community Mining', 'Private investors', 'Team', 'Operations', 'Foundation', 'Public sale']","[50, 18, 15, 8, 8, 1]"
535,Morphie Network,MRFI,"['Private/Pre-Sale', 'Public Sale', 'Airdrop', 'Liquidity', 'Staking and LP Rewards', 'Marketing', 'Advisors', 'Team']","[15, 5, 15, 15, 30, 5, 5, 10]"
537,BaconDAO,BACON,"['Seed Sale', 'Private Sale A', 'Private Sale B', 'Public Sale', 'Founding Team', 'Community', 'NFT Ecosystem', 'Reserve', 'DEX Liquidity', 'Airdrop', 'Advisors']","[5, 4, 4, 2, 15, 24, 16, 21, 3, 1, 5]"
540,Stater,STR,"['Team', 'Treasury', 'Governance', 'Liquidity Mining', 'Private Investors', 'IDO Investors', 'Community', 'Advisors']","[15, 28.3, 25, 20, 6.66, 1.66, 0.38, 3]"
546,Smoothy,SMTY,"['Team', 'Advisor', 'Testing Round Reward', 'Public Sale', 'Operation, Marketing, and Partnership ', 'Liquidity Mining Reward', 'Private Sale']","[15, 5, 1, 2, 19, 50, 8]"
547,DeSpace Protocol,DES,"['Seed round', 'Strategic round', 'Private round', 'Public round', 'DEX liquidity', 'Research and Partnerships', 'Marketing, Promotions and Community Building ', 'Ecosystem reserve', 'Public mining and Staking Rewards through DPoT and DPoS', 'Team', 'Pre-staking and NFT mining']","[4.5, 6.29, 3.44, 0.78, 5, 5, 3, 10, 40, 10, 11.99]"
548,ByteNext,BNU,"['Seed', 'Private', 'Strategic', 'Public Sale', 'Ecosystem Growth', 'Foundation', 'Team', 'Partnership & Advisors', 'Farming', 'Liquidity']","[10, 15.63, 5, 0.5, 15, 10, 15, 6, 12.87, 10]"
551,Mobius Finance,MOT,"['Founding team', 'Seed round', 'Private round', 'Strategic round', 'Public sale', 'Community incentive', 'Community contributors incentives', 'Ecosystem Development Fund', 'DAO reserves']","[14, 5, 5, 10, 1, 45, 5, 7, 8]"
554,Flash Loans,FLASH,"['Team', 'Advisors', 'Legal & infra (eco)', 'Foundation', 'Marketing', 'Development', 'Liquidity']","[9, 5, 8.5, 10, 12, 15, 6.45]"
556,Plutos Network,PLUT,"['Public Sale', 'Seed Sale', 'Private Sale ', 'Mining Reserves', 'Ecosystem Growth', 'Team & Advisors', 'Liquidity Fund']","[1, 5, 14, 35, 15, 10, 20]"
561,Moma Protocol,MOMAT,"['Eco-Development Fund', 'DAO Reserve', 'Community Incentives', 'Team & Advisor', 'Seed Round', 'Private Round', 'Strategic Round', 'Public Round']","[8, 9, 50, 13, 5, 10, 4, 1]"
567,Freela,FREL,"['Marketing', 'Token Sale', 'Reserve Fund', 'CEX and DEX Liquidity and Market Making', 'Team', 'Advisors', 'Partnerships', 'Staking Rewards']","[25, 16, 5, 4, 20, 5, 10, 15]"
570,Derived Finance,DVDX,"['Staking rewards', 'Ecosystem Development Fund', 'Token Liquidity (& MM)', 'Advisors and Marketing', 'Seed Round', 'Private Round', 'IDO (Public)', 'Strategic Partnerships (Foundation)', 'Team']","[46, 8, 6, 5, 4, 11.4, 0.48, 9.12, 10]"
575,Fire Protocol,FIRE,"['Private Sale', 'Marketing & OPS', 'DAO Reserve', 'Rewards', 'Advisors', 'Team']","[20, 5, 10, 50, 5, 10]"
577,Vaulty Finance,VLTY,"['Liquidity Rewards', 'Private Sale', 'Treasury', 'Team', 'Company ', 'Strategic', 'Liquidity Fund', 'Seed', 'IDO']","[40, 16.5, 12.5, 10, 7, 4.7, 5, 2.5, 1.8]"
578,TotemFi,TOTM,"['Public Sale', 'Strategic Sale', 'Liquidity Pool', 'Private Sale', 'Team', 'Seed', 'Advisors', 'Staking Rewards', 'Community dev']","[4.5, 15, 6, 20, 15, 4.5, 8.5, 16.5, 10]"
579,Fanadise,FAN,"['Reserve', 'Pre-Sale', 'Public Sale', 'IDO', 'Marketing & Creators', 'Liquidity', 'Team & Advisors', 'Reserve']","[32, 3.5, 11.5, 1, 25, 8, 19, 32]"
580,NFT Alley,ALLEY,"['Seed Round', 'Private Round', 'Public Rounds', 'Liquidity Provision', 'Ecosystem & Reward Pool', 'Foundation', 'Advisors', 'Team']","[5, 13.5, 1.235, 3, 45, 10, 2.265, 20]"
584,DePocket,DEPO,"['Advisors', 'Team', 'Liquidity', 'Operation', 'Marketing', 'Seed Sale', 'Private/Pre-Sale', 'IDO', 'Staking']","[6, 10, 10, 15, 10, 12, 8, 8, 21]"
589,SolPAD Finance,SOLPAD,"['Seed Sale', 'Private Sale', 'Public Sale', 'Team', 'Advisor', 'Liquidity', 'Marketing', 'Foundation Reserve']","[9, 25, 3, 20, 3, 20, 10, 10]"
591,Ramifi Protocol,RAM,"['Private Sale', 'Team and Advisors', 'Treasury', 'Ecosystem', 'Seed', 'Public Sale']","[33, 21, 18, 18, 6, 4]"
594,Antex,ANTEX,"['Ecosystem', 'Reserve Funding', 'Marketing', 'Pre-sale', 'Dev', 'Public Sale', 'Private Sale', 'Technical', 'Airdrop - bounty ', 'Advisor', 'Seed']","[16, 10, 16.8, 16, 5, 1.2, 11, 15, 2, 2, 5]"
602,WagyuSwap,WAG,"['Team', 'Advisors', 'Liquidity', 'Ecosystem', 'Reserve', 'Staking', 'Private sale', 'BSCPad IDO', 'ETHPad IDO', 'Airdrop']","[10, 5, 10, 10, 6, 43, 10.5, 2.5, 2, 1]"
603,Belt,BELT,"['IFO', 'Syrup Pool', 'Initial Liquidity', 'Partnerships']","[75, 7.5, 3.75, 13.75]"
609,Pontoon,TOON,"['Seed', 'Private sale', 'Strategic round', 'Public round', 'Ecosystem and marketing', 'Community rewards', 'Team & Advisors']","[6.5, 8.5, 4, 2, 29, 35, 15]"
622,Unifarm,UFARM,"['Fundraise', 'Liquidity for exchanges', 'Farming', 'Team', 'Advisors', 'Marketing', 'Company Reserve', 'Community']","[14, 5, 50, 10, 5, 5, 6, 5]"
628,DeFIRE,CWAP,"['Seed Investments', 'Private Investments', 'Advisory', 'Marketing', 'Team', 'Token Liquidity', 'Liquidity Mining', 'Ecosystem Development Fund']","[4, 4, 3, 5, 17.5, 13, 26, 27.5]"
643,Nftfy,NFTFY,"['DAO Treasury', 'Liquidity Mining', 'Nftfy Team', 'Token Sales', 'Ecosystem Fund', 'Marketing & Operations', 'Business', 'DEXes']","[30, 20, 20, 15, 5, 5, 3, 2]"
645,Matrixswap,MATRIX,"['Public', 'Private', 'Ecosystem Rewards', 'Future Development', 'Team', 'Advisors']","[2.5, 12.5, 30, 33, 14, 8]"
650,SCIFI Finance,SPICE,"['Public sale', 'Private sale', 'Partners and experts', 'Team', 'Community', 'Liquidity farming', 'Treasury']","[8, 3.5, 17.5, 15, 2.5, 5, 48.5]"
656,DAOventures,DVD,"['DAO community', 'General partner', 'Tech & Ops team', 'Core team ', 'Initial liquidity & AMM', 'Public sale', 'Private round', 'Liquidity providers']","[6.6, 8, 6.6, 8, 8.7, 0.6, 10.5, 51]"
664,Plethori,PLE,"['Community Rewards', 'Advisors', 'Public Round', 'Liquidity', 'Private Round Two', 'Farming Vault', 'Staking Pool', 'Seed Round', 'Operations', 'Team', 'Private Round']","[2, 2.5, 3.75, 5, 7, 11.75, 12, 12.5, 13.5, 15, 15]"
669,Xion,XGT,"['Exchange & Market making', 'Founders', 'Team & Advisors', 'Xion Reserve', 'Issue Reserve', 'Seed', 'Private sale', 'Whitelist Public sale']","[5, 15, 15, 19.0175, 45, 0.625, 0.215, 0.14]"
672,Collateral,COLL,"['Staking', 'Treasury', 'DEX Liquidity', 'Advisors', 'Seed', 'Private Sales', 'Early Adopters', 'Team', 'Public Sale']","[27, 24, 1, 6, 16, 6.5, 4, 14, 1.5]"
679,Prostarter,PROT,"['Public Sale', 'Private Sale', 'Launchpads', 'Team', 'Advisors &  Promotion', 'Partnership & Collaboration', 'Community & Contribution', 'NFT Creators', 'Uniswap Liquidity', 'Airdrop']","[20, 9.33, 4, 13.33, 8, 13.33, 8, 12, 5.33, 6.66]"
680,Vortex DeFi,VTX,"['Future reserves', 'Private sale', 'Public sale', 'Team & Advisors', 'Reward reserves', 'Marketing']","[8, 32.5, 2.5, 20, 27, 10]"
682,Tenet,TEN,"['Initial Dex/Farm Offering', 'Mining', 'Initial Liquidity', 'Ecosystem Fund']","[15, 60, 5, 20]"
693,Finminity,FMT,"['Liquidity', 'Private Sale', 'Public Sale', 'Foundation', 'Marketing / Ecosystem', 'Team', 'Advisors']","[8.5, 26.8, 3, 29.2, 20, 7.5, 5]"
706,ARTX,ARTX,"['Sale', 'Treasury Fund', 'Team', 'Liquidity ', 'Marketing', 'Advisors']","[63.5, 10, 10, 6.5, 5, 5]"
707,Octane Finance,OCTANE,"['Seed round', 'Private sale', 'Public sale', 'Team', 'Advisory', 'Foundation Reserve', 'Community']","[5, 6.5, 1.5, 18, 2, 22, 45]"
708,FM Gallery,FMG,"['Team', 'Ecosystem Fund, Community Governance', 'Community', 'Private Sale', 'Seed Contributors', 'Advisors']","[20, 15, 50, 8.6, 5, 1.4]"
718,Greenheart,CBD,"['Public Sale', 'Private Sale', 'Team', 'Reserves', 'Staking Rewards', 'Floating Liquidity', 'Partnership & Marketing']","[4, 41, 20, 15, 10, 15, 5]"
721,DeFi Wizard,DWZ,"['Private Sale', 'Team', 'Liquidity Mining', 'Seed Sale', 'Public Sale']","[33.5, 30, 23.5, 8, 5]"
724,DeFiCity,DFC,"['Drop Marketing', 'IDO', 'Liquidity', 'Advisors', 'Strategic Round', 'Pre Sale', 'Hodl Incentive', 'Reserve', 'Team', 'Private Sale', 'Marketing & Operations']","[1, 2, 3, 5, 8, 8, 9, 10, 13, 20, 21]"
727,gotEM,GOTEM,"['Marketing', 'Staking', 'Team', 'Operations and development', 'Liquidity', 'IDO', 'Play-to-earn', 'Legal', 'Treasury']","[10, 25, 7, 10, 6.5, 25, 8.5, 4, 4]"
733,Polars,POL,"['Yield Farming', ' Team', 'Private Sale', 'Public Sale']","[70, 20, 7.5, 2.5]"
743,AlgoPainter,ALGOP,"['Team', 'Private Sale', 'Public Sale', 'Initial Liquidity', 'Advisors', 'Treasury', 'Liquidity Mining', 'Community']","[20, 6.3, 1.7, 2.5, 5, 20, 20, 22.5]"
748,Petro,PETRO,"['Token Sale for ATD Tokens', 'Private ', 'Public', 'Farming 3 Year', 'Liquidity', 'Marketing', 'Team']","[10, 18.75, 3.91, 25, 10, 17.34, 15]"
783,BunnyPark,BP,"['Farm', 'CropPool', 'ShareCard', 'Team and Developer']","[15, 65, 10, 10]"
800,Volatility Protocol Token,VOL,"['Team', 'Investors', 'Community', 'Treasury']","[15, 10, 60, 15]"
804,Daisy Protocol,DAISY,"['Daisy round 1', 'Daisy round 2', 'Daisy round 3', 'Daisy round 4', 'Public Sale', 'Farming (6 years)', 'Liquidity ', 'Marketing', 'Team', 'DAO', 'Daisy Bonus Pools']","[7.5, 7.5, 7.5, 7.5, 0.1, 18, 10, 15, 8, 13.9, 5]"
835,GooseFX,GOFX,"['Team', 'Ecosystem', 'Liquidity', 'Seed round', 'Advisors', 'Early adopters', 'Mining reserve']","[20, 25, 10.5, 10.5, 3, 1, 30]"
850,THORSwap,THOR,"['Treasury', 'Airdrop', 'Public', 'Private Investors', 'Core Contributors ', 'Community Inventives']","[10, 5, 10, 10, 15, 50]"
862,fantomGO,FTG,"['Ecosystem', 'Token Sale', 'Team', 'Development', 'Partnership & Advisors', 'Liquidity Provisioning', 'Foundation']","[25, 40, 12, 10, 5, 3, 5]"
863,StarLaunch,STARS,"['Team', 'Development', 'Advisors', 'Partnerships', 'Liquidity', 'Community Rewards', 'Private/Pre-Sale', 'Public Sale']","[20, 8, 2, 5, 3, 32, 24, 6]"
940,Dymmax,DMX,"['Public sale', 'Community airdrops', 'Ecosystem & partners', 'Seed sale', 'Staking ', 'Foundation']","[21, 7, 15, 15, 12, 30]"
987,Fomo Labs,FOMO,"['IDO', 'PancakeSwap Liquidity', 'Blockwave / Advisors', 'Advisors', 'Reserves', 'Airdrop', 'Staking', 'Marketing']","[16, 8, 10, 10, 30, 2.5, 20, 5]"
1005,Blizzard Network,BLIZZ,"['Liquidity', 'Pre-sale', 'Team']","[50, 40, 10]"
1010,PlayPad,PPAD,"['Staking and Farming', 'Marketing', 'Treasure', 'Research', 'Advisor', 'Team', 'Public Sale', 'Liquidity', 'Seed', 'Private sale A', 'Private sale B']","[15, 15, 14, 10, 10, 10, 4, 5, 5, 7, 4]"
1014,Metaseer,METAS,"['Private/Pre-Sale', 'Public Sale', 'Team', 'Advisors', 'Marketing', 'Exchange liquidity reserves', 'Liquidity mining', 'Ecosystem development']","[12, 10.5, 13, 4, 5, 5, 35, 15.5]"
1034,WallStreetBets DApp,WSB,"['Development (Vested)', 'Team (Vested)', 'Treasury', 'Private sale (Vested)', 'Public Sale', 'Airdrop / Contests', 'Initial BSC Liquidity', 'Marketing (Vested)', 'Liquidity Mining']","[10, 10, 15, 15, 7.5, 2.5, 20, 10, 10]"
1048,Carnomaly,CARR,"['IEO', 'Private Sale', 'Ecosystem', 'Mining', 'Company']","[47.17, 10.38, 30.19, 1.89, 10.38]"
1059,Kamari,KAMPAY,"['Public', 'Private', 'Advisors', 'Production Partners & Marketing', 'Treasury', 'Team', 'Ecosystem']","[2, 20, 10, 20, 13, 20, 15]"
1083,Babylon Finance,BABL,"['Reserved', 'Investors', 'Team', 'Community']","[2, 19, 10, 69]"
1104,Manta Network,MANTA,"['Available for sale', 'Seed', 'Development', 'Mint Mining', 'Private/Pre-Sale', 'Team', 'Strategic Sale']","[5, 9, 35, 20, 11, 15, 5]"
1105,Colony,CLY,"['Private/Pre-Sale', 'Public Sale', 'Seed', 'Providing Liquidity', 'Advisors', 'Team', 'Community Incentives']","[59, 6, 5, 10, 3, 10, 7]"
1106,SkyLaunch,SKYFI,"['Ecosystem', 'Marketing', 'Team', 'Partnership & Advisors', 'Treasury', 'Liquidity Provision', 'Staking Incentives', 'Investors']","[20, 10, 15, 5, 7, 10, 15, 18]"
1108,Colony,CLY,"['Private/Pre-Sale', 'Public Sale', 'Seed', 'Providing Liquidity', 'Advisors', 'Team', 'Community Incentives']","[59, 6, 5, 10, 3, 10, 7]"
1109,GovWorld,GOV,"['Ecosystem', 'GOV Genius Rewards', 'Marketing', 'BSC Liquidity', 'CEX/DEX Liquidity', 'Future Advisors', 'Early Advisors', 'Team', 'Public Sale', 'Private/Pre-Sale', 'Strategic Round', 'Seed Round', 'Angel Round', 'Farming/Staking ']","[10, 1.5, 10, 1.5, 1, 2.25, 2.25, 7, 6, 10, 10, 8, 7, 23.5]"
1110,BlockPad,BPAD,"['Ecosystem', 'Foundation', 'Advisors', 'Liquidity', 'Team', 'Marketing', 'Token Sale']","[30, 5, 7.5, 10, 10, 11, 26.5]"
1112,Glitter Finance,XGLI,"['Treasury Reserve', 'Team', 'Marketing', 'Liquidity & Incentives', 'Seed', 'Strategic', 'Public Sale', 'Advisors']","[22, 20, 4, 30, 8, 12, 2, 2]"
1114,Kaizen Finance,KZEN,"['Advisors', 'Liquidity', 'Team', 'Community', 'Reserve', 'Development', 'Public Sale', 'Strategic Sale', 'Private/Pre-Sale', 'Seed Sale']","[2.5, 15, 10, 10, 6.71, 20, 2.5, 6.79, 6.5, 20]"
1115,Rikkei Finance,RIFI,"['Strategic Sale', 'Private/Pre-Sale', 'Influencer Sale', 'Team & Advisors', 'Ecosystem', 'Marketing', 'Liquidity Mining', 'Public Sale', 'Foundation']","[4, 11, 0.8, 12, 8, 8.8, 30, 0.4, 25]"
1116,PolyPad,MPAD,"['Advisor', 'Public Sale', 'Pre-Sale', 'Private Sale', 'Team', 'Seed Sale', 'Liquidity', 'Foundation Reserve', 'Marketing']","[5, 5, 15, 5, 10, 5, 30, 10, 15]"
1117,Equilibrium,EQ,"['Treasury', 'Parachain Lease Offering', 'Institutional Investors', 'NUT/EQ Token Swap', 'Liquidity Farming', 'Team']","[35, 10, 5, 25, 10, 15]"
1120,VLaunch,VPAD,"['Private/Pre-Sale', 'IDO', 'IDO (Locked)', 'Future Drop (Community)', 'Market Maker', 'Liquidity', 'Marketing & Growth', 'Partners', 'Staking Rewards', 'Activity Rewards', 'Reserve', 'Advisors', 'Team']","[10, 3, 2, 3, 3, 5, 15, 6, 18, 4, 15, 2, 14]"
1121,Acala Network,ACA,"['Community', 'Founding team', 'Early backers', 'Backers']","[49.76, 20.25, 18.33, 11.66]"
1122,WingSwap,WIS,"['Liquidity Mining', 'NFT Mining', 'Team', 'Partnership & Advisors', 'Airdrop/Bounty', 'Public Sale', 'Private/Pre-Sale', 'Seed Sale', 'Referral program', 'Development Eco Fund']","[55, 10, 8, 3, 1.5, 2, 9, 2, 1.5, 8]"
1124,Cheesus DeFi,DRATE,"['Development', 'Foundation', 'Rewards', 'Team', 'Token Sale', 'Liquidity']","[16, 10.9, 6.5, 23.3, 36.3, 7]"
1125,Umee,UMEE,"['Community', 'Ecosystem', 'Team', 'Advisors', 'Seed Round', 'Public Sale', 'Strategic Round']","[46, 9, 25, 1, 13, 5, 1]"
1126,Nova Finance,NOVA,"['Liquidity & Incentives', 'Fund Raising', 'Team', 'Marketing', 'Advisors']","[31.75, 31.75, 10, 2.3, 2.3]"
1127,Mogul Productions,STARS,"['Early Reservations', 'Access Pass Sale ', 'Mogul Growth Farming Campaign', 'Incentivized Growth Farming', 'Operations & Development', 'Marketing', 'Ecosystem Development Fund']","[10, 40, 5, 10, 20, 10, 5]"
1130,Fantom Maker,FAME,"['Seed Round', 'Angel Round', 'VC Round', 'SHO', 'Staking, Liquidity, MM, & Incentives', 'Ecosystem Fund', 'Team', 'Partners, Advisors, & Consultants', 'Marketing, Acquisitions, & Licenses']","[5, 5, 3.4, 1.6, 20, 20, 20, 8, 17]"
1131,Hubble Protocol,HBB,"['Investors', 'Community', 'Team & Company', 'Advisors']","[25, 51, 23, 1]"
1133,Islander,ISA,"['Seed round', 'Private/Pre-Sale', 'Public Sale', 'Ecosystem', 'Foundation', 'Team and advisor', 'Marketing and Partnership', 'Exclusive Content', 'Liquid and Listing']","[5.13, 7, 0.5, 30, 15, 15, 12.37, 5, 10]"
